Price,Type,Area
1300,Room for Rent , Woodlands
3600,Room for Rent , CBD
2550,Room for Rent , CBD
1800,Room for Rent , Tiong Bahru
3500,Room for Rent , CBD
2200,Room for Rent , CBD
1900,Room for Rent , Tiong Bahru
1900,Room for Rent , Tiong Bahru
2150,Room for Rent , CBD
1900,Room for Rent , Tiong Bahru
2800,Whole Unit , Ang Mo Kio
800,Room for Rent , Choa Chu Kang
800,Room for Rent , Jurong West
900,Room for Rent , Bukit Batok
4000,Whole Unit , Choa Chu Kang
1200,Room for Rent , Marsiling
1200,Room for Rent , Geylang
800,Room for Rent , Hougang
4000,Whole Unit , Choa Chu Kang
800,Room for Rent , Yishun
1100,Room for Rent , Tampines
1000,Room for Rent , Woodlands
800,Room for Rent , Woodlands
2900,Room for Rent , Novena
950,Room for Rent , Hougang
1388,Room for Rent , Toa Payoh
1300,Room for Rent , Paya Lebar
1000,Room for Rent , Choa Chu Kang
400,Room for Rent , Macpherson
800,Room for Rent , Ang Mo Kio
1000,Room for Rent , Yishun
1000,Room for Rent , Boon Lay
1250,Room for Rent , Kallang
1500,Room for Rent , Orchard
900,Room for Rent , Simei
1300,Room for Rent , Simei
1000,Room for Rent , Tampines
450,Room for Rent , Pasir Ris
850,Room for Rent , Potong Pasir
800,Room for Rent , Bishan
850,Room for Rent , Bedok
1200,Room for Rent , Katong
1000,Room for Rent , Bedok
1000,Room for Rent , Little India
3900,Whole Unit , Siglap
800,Room for Rent , Sembawang
1200,Room for Rent , Orchard
700,Room for Rent , Sembawang
1100,Room for Rent , Queenstown
1000,Room for Rent , Jurong West
525,Room for Rent , Jurong East
1200,Room for Rent , Tiong Bahru
2000,Whole Unit , Serangoon
1200,Room for Rent , Ang Mo Kio
700,Room for Rent , Tampines
1100,Room for Rent , Bedok
1500,Room for Rent , Pasir Ris
3300,Room for Rent , CBD
1450,Room for Rent , Pasir Ris
450,Room for Rent , Choa Chu Kang
800,Room for Rent , Yishun
900,Room for Rent , Woodlands
1000,Room for Rent , Sengkang
900,Room for Rent , Sembawang
900,Room for Rent , Rochor
1150,Room for Rent , Hougang
1300,Room for Rent , Queenstown
2500,Whole Unit , Joo Chiat
1200,Room for Rent , Ang Mo Kio
500,Room for Rent , Ang Mo Kio
450,Room for Rent , Ang Mo Kio
1000,Room for Rent , Jurong West
1200,Room for Rent , Geylang
1500,Room for Rent , Jurong East
1000,Room for Rent , Yishun
900,Room for Rent , Punggol
1000,Room for Rent , Bukit Panjang
1300,Room for Rent , Tiong Bahru
950,Room for Rent , Hougang
800,Room for Rent , Marsiling
800,Room for Rent , Sembawang
750,Room for Rent , Choa Chu Kang
750,Room for Rent , Bukit Panjang
1000,Room for Rent , Pasir Ris
1200,Room for Rent , Jurong West
3900,Whole Unit , Sengkang
1500,Room for Rent , Newton
1200,Room for Rent , Clementi
1050,Room for Rent , Tiong Bahru
850,Room for Rent , Hougang
550,Room for Rent , Woodlands
500,Room for Rent , Yishun
750,Room for Rent , Sembawang
1000,Room for Rent , Choa Chu Kang
750,Room for Rent , Marsiling
1200,Room for Rent , Tiong Bahru
6000,Whole Unit , Jurong West
1000,Room for Rent , Yishun
1500,Room for Rent , Holland Village
1400,Room for Rent , Little India
4700,Whole Unit , Sengkang
700,Room for Rent , Tampines
500,Room for Rent , Jurong West
900,Room for Rent , Hougang
786,Room for Rent , Simei
600,Room for Rent , Yishun
1300,Room for Rent , Little India
1000,Room for Rent , Pasir Ris
1200,Room for Rent , Choa Chu Kang
3500,Whole Unit , Choa Chu Kang
750,Room for Rent , Bukit Panjang
900,Room for Rent , Jurong East
500,Room for Rent , Woodlands
550,Room for Rent , Yishun
1000,Room for Rent , Tampines
1000,Room for Rent , Sengkang
1200,Room for Rent , Sembawang
800,Room for Rent , Jurong West
1200,Room for Rent , Ang Mo Kio
1200,Room for Rent , Simei
1100,Room for Rent , Bukit Panjang
700,Room for Rent , Jurong West
1500,Room for Rent , Queenstown
950,Room for Rent , Sembawang
500,Room for Rent , Clementi
1400,Room for Rent , Pasir Ris
1500,Room for Rent , Jurong West
4500,Whole Unit , Clementi
2500,Whole Unit , Paya Lebar
3700,Whole Unit , Chinatown
450,Room for Rent , Ang Mo Kio
1000,Room for Rent , Jurong West
800,Room for Rent , Jurong East
700,Room for Rent , Tiong Bahru
800,Room for Rent , Jurong East
800,Room for Rent , Choa Chu Kang
1000,Room for Rent , Yishun
6350,Whole Unit , Pasir Panjang
1500,Room for Rent , Bishan
1500,Room for Rent , Bishan
750,Room for Rent , Yishun
1500,Room for Rent , Yishun
400,Room for Rent , Ang Mo Kio
1100,Room for Rent , Ang Mo Kio
1400,Room for Rent , Ang Mo Kio
800,Room for Rent , Jurong East
1000,Room for Rent , Queenstown
900,Room for Rent , Rochor
950,Room for Rent , Serangoon
1500,Room for Rent , Pasir Ris
1500,Room for Rent , Pasir Ris
600,Room for Rent , Sengkang
600,Room for Rent , Ang Mo Kio
850,Room for Rent , Ang Mo Kio
9000,Whole Unit , Bishan
800,Room for Rent , Punggol
350,Room for Rent , Ang Mo Kio
1200,Room for Rent , Ang Mo Kio
400,Room for Rent , Ang Mo Kio
1300,Room for Rent , Queenstown
1200,Room for Rent , Ang Mo Kio
1800,Room for Rent , Clementi
1600,Room for Rent , Choa Chu Kang
5500,Whole Unit , Joo Chiat
1000,Room for Rent , Jurong West
850,Room for Rent , Bedok
900,Room for Rent , Sengkang
850,Room for Rent , Serangoon
700,Room for Rent , Punggol
1300,Room for Rent , Katong
1300,Room for Rent , Katong
700,Room for Rent , Marsiling
1300,Room for Rent , Yishun
1800,Room for Rent , Jurong East
900,Room for Rent , Punggol
1600,Room for Rent , Yishun
6000,Whole Unit , Paya Lebar
2000,Room for Rent , Punggol
900,Room for Rent , Bukit Batok
800,Room for Rent , Yishun
300,Room for Rent , Clementi
1000,Room for Rent , Tampines
6800,Whole Unit , Buona Vista
2500,Room for Rent , Pasir Panjang
980,Room for Rent , Bishan
900,Room for Rent , Sengkang
450,Room for Rent , Woodlands
900,Room for Rent , Jurong West
1200,Room for Rent , Yishun
1500,Room for Rent , Bukit Panjang
850,Room for Rent , Bukit Panjang
450,Room for Rent , Marsiling
800,Room for Rent , Sembawang
900,Room for Rent , Bukit Panjang
900,Room for Rent , Bukit Panjang
350,Room for Rent , Balestier
400,Room for Rent , Woodlands
800,Room for Rent , Jurong West
1200,Room for Rent , Jurong West
1500,Room for Rent , Hougang
1000,Room for Rent , Hougang
3700,Whole Unit , Siglap
1300,Room for Rent , Jurong West
6500,Whole Unit , Katong
450,Room for Rent , Ang Mo Kio
450,Room for Rent , Woodlands
2500,Room for Rent , Bukit Timah
4700,Whole Unit , CBD
2000,Room for Rent , Changi
800,Room for Rent , Hougang
1300,Room for Rent , Punggol
550,Room for Rent , Boon Lay
1000,Room for Rent , Tampines
900,Room for Rent , Yishun
950,Room for Rent , Boon Lay
650,Room for Rent , Paya Lebar
1000,Room for Rent , Woodlands
1100,Room for Rent , Marsiling
1000,Room for Rent , Jurong West
800,Room for Rent , Yishun
1100,Room for Rent , Jurong West
1200,Room for Rent , Hougang
800,Room for Rent , Bukit Batok
1400,Room for Rent , Bukit Batok
900,Room for Rent , Sengkang
800,Room for Rent , Bedok
900,Room for Rent , Boon Lay
450,Room for Rent , Sembawang
450,Room for Rent , Sembawang
1500,Room for Rent , Bishan
4500,Whole Unit , Tampines
750,Room for Rent , Toa Payoh
800,Room for Rent , Jurong East
1500,Room for Rent , Bishan
1200,Room for Rent , Serangoon
600,Room for Rent , Sembawang
6800,Whole Unit , Katong
1000,Room for Rent , Sembawang
1300,Room for Rent , Tampines
1600,Room for Rent , Pasir Ris
1600,Room for Rent , Pasir Ris
1200,Room for Rent , Bedok
1500,Room for Rent , Bukit Panjang
1500,Room for Rent , Bukit Panjang
1200,Room for Rent , Farrer Park
1400,Room for Rent , Queenstown
550,Room for Rent , Buona Vista
1050,Room for Rent , Queenstown
1200,Room for Rent , Tiong Bahru
4000,Whole Unit , Jurong West
1100,Room for Rent , Choa Chu Kang
1500,Room for Rent , Hougang
4500,Whole Unit , Hougang
4500,Whole Unit , Tampines
850,Room for Rent , Clementi
750,Room for Rent , Choa Chu Kang
1200,Room for Rent , Little India
550,Room for Rent , Bukit Batok
800,Room for Rent , Choa Chu Kang
1000,Room for Rent , Newton
1300,Room for Rent , Farrer Park
650,Room for Rent , Jurong West
1100,Room for Rent , Tampines
750,Room for Rent , Choa Chu Kang
1200,Room for Rent , Pasir Ris
2700,Room for Rent , Marine Parade
3300,Whole Unit , Bukit Panjang
850,Room for Rent , Queenstown
2000,Room for Rent , CBD
775,Room for Rent , Sembawang
850,Room for Rent , Sengkang
750,Room for Rent , Jurong West
1300,Room for Rent , Bedok
1300,Room for Rent , Bedok
700,Room for Rent , Woodlands
1500,Room for Rent , Bedok
1000,Room for Rent , Pasir Ris
850,Room for Rent , Ang Mo Kio
1000,Room for Rent , Clementi
1400,Room for Rent , Hougang
900,Room for Rent , Woodlands
3600,Whole Unit , Pasir Ris
1000,Room for Rent , Bukit Panjang
1300,Room for Rent , Ang Mo Kio
1500,Room for Rent , Jurong East
900,Room for Rent , Hougang
1500,Room for Rent , Bukit Merah
1500,Room for Rent , Pasir Ris
1200,Room for Rent , Katong
1400,Room for Rent , Ang Mo Kio
900,Room for Rent , Pasir Ris
800,Room for Rent , Hougang
600,Room for Rent , Little India
1200,Room for Rent , Jurong East
1200,Room for Rent , Sengkang
1250,Room for Rent , Bedok
550,Room for Rent , Ang Mo Kio
1800,Room for Rent , Changi
1000,Room for Rent , Woodlands
1000,Room for Rent , Woodlands
1000,Room for Rent , Jurong West
1400,Room for Rent , Ang Mo Kio
1400,Room for Rent , Bukit Merah
850,Room for Rent , Punggol
900,Room for Rent , Boon Lay
900,Room for Rent , Yishun
800,Room for Rent , Tampines
900,Room for Rent , Woodlands
800,Room for Rent , Sembawang
1500,Room for Rent , Bishan
1500,Room for Rent , Hougang
1300,Room for Rent , Jurong East
1300,Room for Rent , Jurong East
1350,Room for Rent , Macpherson
900,Room for Rent , Bukit Panjang
1000,Room for Rent , Sengkang
900,Room for Rent , Clementi
1200,Room for Rent , Ang Mo Kio
500,Room for Rent , Clementi
3000,Whole Unit , Toa Payoh
700,Room for Rent , Bukit Panjang
500,Room for Rent , Jurong West
600,Room for Rent , Simei
1100,Room for Rent , Choa Chu Kang
900,Room for Rent , Jurong West
1000,Room for Rent , Tampines
1100,Room for Rent , Jurong West
1500,Room for Rent , Yishun
500,Room for Rent , Farrer Park
500,Room for Rent , Farrer Park
650,Room for Rent , Little India
1880,Room for Rent , Potong Pasir
2862,Whole Unit , Boon Lay
1200,Room for Rent , Sengkang
1400,Room for Rent , Pasir Ris
900,Room for Rent , Pasir Ris
700,Room for Rent , Jurong West
900,Room for Rent , Woodlands
1000,Room for Rent , Sengkang
1000,Room for Rent , Jurong West
1200,Room for Rent , Toa Payoh
1400,Room for Rent , Bedok
1100,Room for Rent , Bukit Batok
1200,Room for Rent , Hougang
1400,Room for Rent , Choa Chu Kang
1000,Room for Rent , Woodlands
950,Room for Rent , Hougang
1100,Room for Rent , Sengkang
750,Room for Rent , Choa Chu Kang
750,Room for Rent , Choa Chu Kang
1300,Room for Rent , Farrer Park
700,Room for Rent , Woodlands
700,Room for Rent , Woodlands
3000,Whole Unit , Sembawang
1500,Room for Rent , Yishun
850,Room for Rent , Serangoon
1200,Room for Rent , Hougang
400,Room for Rent , Yishun
700,Room for Rent , Choa Chu Kang
900,Room for Rent , Punggol
1300,Room for Rent , Jurong West
800,Room for Rent , Seletar
9999,Whole Unit , Newton
4500,Whole Unit , Clementi
550,Room for Rent , Woodlands
1300,Room for Rent , Tampines
600,Room for Rent , Marsiling
400,Room for Rent , Pasir Ris
550,Room for Rent , Jurong West
1100,Room for Rent , Bedok
1300,Room for Rent , Woodlands
1000,Room for Rent , Tampines
1200,Room for Rent , Tampines
1600,Room for Rent , Bedok
1600,Room for Rent , Bedok
1600,Room for Rent , Bedok
900,Room for Rent , Choa Chu Kang
1800,Room for Rent , Woodlands
800,Room for Rent , Serangoon
950,Room for Rent , Sengkang
1000,Room for Rent , Woodlands
750,Room for Rent , Woodlands
1200,Room for Rent , Queenstown
850,Room for Rent , Jurong West
1800,Room for Rent , Boon Lay
850,Room for Rent , Bedok
1000,Room for Rent , Jurong West
700,Room for Rent , Ang Mo Kio
1300,Room for Rent , Bedok
1200,Room for Rent , Yishun
900,Room for Rent , Woodlands
7000,Whole Unit , Orchard
1500,Room for Rent , Boon Lay
1000,Room for Rent , Clementi
850,Room for Rent , Bedok
1000,Room for Rent , Jurong West
1110,Room for Rent , Tiong Bahru
6500,Whole Unit , Bukit Batok
400,Room for Rent , Yishun
2800,Whole Unit , Punggol
880,Room for Rent , Tampines
850,Room for Rent , Sengkang
400,Room for Rent , Boon Lay
1300,Room for Rent , Punggol
1400,Room for Rent , Jurong East
800,Room for Rent , Bukit Batok
1100,Room for Rent , Punggol
1600,Room for Rent , Orchard
1200,Room for Rent , Balestier
1800,Room for Rent , Sengkang
900,Room for Rent , Ang Mo Kio
700,Room for Rent , Bukit Panjang
850,Room for Rent , Woodlands
650,Room for Rent , Tampines
1800,Room for Rent , Clementi
1200,Room for Rent , Boon Lay
600,Room for Rent , Boon Lay
3300,Whole Unit , Ang Mo Kio
4300,Whole Unit , Bishan
1000,Room for Rent , Bukit Batok
750,Room for Rent , Boon Lay
800,Room for Rent , Bukit Batok
950,Room for Rent , Jurong East
700,Room for Rent , Hougang
1100,Room for Rent , Jurong West
950,Room for Rent , Woodlands
500,Room for Rent , Woodlands
900,Room for Rent , Boon Lay
1100,Room for Rent , Tampines
4300,Whole Unit , Orchard
4000,Whole Unit , Sengkang
475,Room for Rent , Yishun
1300,Room for Rent , Pasir Ris
1000,Room for Rent , Punggol
1600,Room for Rent , Choa Chu Kang
500,Room for Rent , Yishun
1100,Room for Rent , Geylang
1000,Room for Rent , Jurong East
800,Room for Rent , Serangoon
1000,Room for Rent , Sembawang
800,Room for Rent , Sengkang
3400,Room for Rent , CBD
600,Room for Rent , Bedok
2000,Room for Rent , Holland Village
1200,Room for Rent , Choa Chu Kang
1350,Room for Rent , Choa Chu Kang
350,Room for Rent , Tampines
400,Room for Rent , Yishun
1200,Room for Rent , Tiong Bahru
550,Room for Rent , Jurong East
1000,Room for Rent , Pasir Ris
1000,Room for Rent , Sembawang
1000,Room for Rent , Woodlands
1550,Room for Rent , Geylang
700,Room for Rent , Jurong West
1200,Room for Rent , Toa Payoh
4000,Whole Unit , Geylang
800,Room for Rent , Potong Pasir
450,Room for Rent , Bukit Panjang
700,Room for Rent , Pasir Ris
500,Room for Rent , Yishun
950,Room for Rent , Kallang
2100,Room for Rent , Bukit Timah
1350,Room for Rent , Toa Payoh
1200,Room for Rent , Ang Mo Kio
800,Room for Rent , Bukit Panjang
800,Room for Rent , Bukit Panjang
700,Room for Rent , Pasir Ris
3000,Whole Unit , Bedok
3000,Whole Unit , Bedok
1799,Room for Rent , Geylang
900,Room for Rent , Choa Chu Kang
700,Room for Rent , Hougang
800,Room for Rent , Hougang
800,Room for Rent , Hougang
1000,Room for Rent , Clementi
6300,Whole Unit , Katong
1600,Room for Rent , Woodlands
1400,Room for Rent , Bukit Panjang
600,Room for Rent , Jurong West
1000,Room for Rent , Bedok
600,Room for Rent , Jurong East
1550,Room for Rent , Bedok
2400,Room for Rent , Orchard
3000,Whole Unit , Sembawang
520,Room for Rent , Hougang
1200,Room for Rent , Pasir Ris
800,Room for Rent , Sengkang
1350,Room for Rent , Ang Mo Kio
1250,Room for Rent , Ang Mo Kio
2000,Room for Rent , Simei
