Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Lorong 4 Toa Payoh,HDB 3 Room,70,Lorong 4 Toa Payoh,,Blk 70 Lorong 4 Toa Payoh,,,64,45,838000,https://www.srx.com.sg/listings/98810351/for-sale-lorong-4-toa-payoh-no-cov-3-room-resale-flat-toa-payoh-central,54.0,3,1.0
Tampines,HDB 5 Room,361,Tampines Street 34,,Blk 361 Tampines Street 34,,,128,72,838000,https://www.srx.com.sg/listings/100175031/for-sale-tampines-street-34-tampines-street-34,27.0,4,2.0
Eastwave,HDB 5 Room,120C,Eastwave @ Canberra,,Blk 120C Eastwave @ Canberra,,,113,94,580000,https://www.srx.com.sg/listings/100455591/for-sale-eastwave-canberra-canberra-crescent,5.0,3,2.0
Woodlands,HDB 5 Room,507,Woodlands Drive 14,,Blk 507 Woodlands Drive 14,,,122,75,1450000,https://www.srx.com.sg/listings/97783961/for-sale-woodlands-drive-14-507-woodlands-drive-14,24.0,3,2.0
Ang Mo Kio,HDB 4 Room,634,Ang Mo Kio Avenue 6,,Blk 634 Ang Mo Kio Avenue 6,,,91,56,1450000,https://www.srx.com.sg/listings/97844411/for-sale-ang-mo-kio-avenue-6-ang-mo-kio-avenue-6,43.0,3,2.0
Yishun,HDB 5 Room,288,Yishun Avenue 6,,Blk 288 Yishun Avenue 6,,,122,63,1450000,https://www.srx.com.sg/listings/98147381/for-sale-yishun-avenue-6-yishun-avenue-6,36.0,3,2.0
Ubi,HDB Executive,333,Ubi Avenue 1,,Blk 333 Ubi Avenue 1,,,146,62,550000,https://www.srx.com.sg/listings/97922971/for-sale-ubi-avenue-1-ubi-avenue-1,37.0,4,3.0
Cheng San Court,HDB 4 Room,591A,Cheng San Court,,Blk 591A Cheng San Court,,,93,95,550000,https://www.srx.com.sg/listings/98138391/for-sale-cheng-san-court-ang-mo-kio-street-51,4.0,3,2.0
Pasir Ris,HDB 4 Room,571,Pasir Ris Street 53,,Blk 571 Pasir Ris Street 53,,,108,71,338000,https://www.srx.com.sg/listings/98136531/for-sale-pasir-ris-street-53-pasir-ris-street-53,28.0,3,2.0
Toa Payoh Central,HDB 3 Room,183,Toa Payoh Central,,Blk 183 Toa Payoh Central,,,66,48,338000,https://www.srx.com.sg/listings/98041981/for-sale-toa-payoh-central-toa-payoh-central,51.0,2,1.0
Tanglin Halt,HDB 4 Room,90,Tanglin Halt Road,,Blk 90 Tanglin Halt Road,,,90,84,900000,https://www.srx.com.sg/listings/98129681/for-sale-tanglin-halt-road-tanglin-halt-road,15.0,3,2.0
Bukit Batok,HDB Executive,326,Bukit Batok Street 33,,Blk 326 Bukit Batok Street 33,,,149,61,900000,https://www.srx.com.sg/listings/97280271/for-sale-bukit-batok-street-33-bukit-batok-street-33,38.0,4,2.0
Belvia,HDB 5 Room,747A,Belvia,,Blk 747A Belvia,,,105,90,900000,https://www.srx.com.sg/listings/98124011/for-sale-belvia-bedok-reservoir-crescent,9.0,3,2.0
Tah Ching,HDB 5 Room,324,Tah Ching Road,,Blk 324 Tah Ching Road,,,120,73,998000,https://www.srx.com.sg/listings/98122951/for-sale-tah-ching-road-tah-ching-road,26.0,4,2.0
Dakota Crescent,HDB 4 Room,58,Dakota Crescent,,Blk 58 Dakota Crescent,,,102,60,998000,https://www.srx.com.sg/listings/98094111/for-sale-dakota-crescent-must-view,39.0,3,2.0
Lengkong Tiga,HDB 5 Room,110,Lengkong Tiga,,Blk 110 Lengkong Tiga,,,121,65,998000,https://www.srx.com.sg/listings/97570861/for-sale-lengkong-tiga-rarely-available-5rm-walk-to-kembangan-mrt,34.0,3,2.0
New Upper Changi,HDB 5 Room,61,New Upper Changi Road,,Blk 61 New Upper Changi Road,,,118,53,470000,https://www.srx.com.sg/listings/95330681/for-sale-new-upper-changi-road-new-upper-changi-road,46.0,3,2.0
Compassvale Crescent,HDB 4 Room,289A,Compassvale Crescent,,Blk 289A Compassvale Crescent,,,93,92,470000,https://www.srx.com.sg/listings/94571661/for-sale-compassvale-crescent-high-floor-breezy-and-move-in-condition,7.0,3,2.0
Segar,HDB 4 Room,477,Segar Road,,Blk 477 Segar Road,,,91,79,700000,https://www.srx.com.sg/listings/94597821/for-sale-segar-road-attractive-high-floor-unit-with-greenery-view,20.0,3,2.0
Telok Blangah,HDB 5 Room,49,Telok Blangah Drive,,Blk 49 Telok Blangah Drive,,,125,52,700000,https://www.srx.com.sg/listings/98116321/for-sale-telok-blangah-drive-telok-blangah-drive,47.0,3,2.0
Tampines Ria,HDB 3 Room,499A,Tampines Ria,,Blk 499A Tampines Ria,,,67,90,700000,https://www.srx.com.sg/listings/99952121/for-sale-tampines-ria-tampines-avenue-9,9.0,2,2.0
Anchorvale Cove,HDB 5 Room,335A,Anchorvale Cove,,Blk 335A Anchorvale Cove,,,111,91,370000,https://www.srx.com.sg/listings/100416191/for-sale-anchorvale-cove-anchorvale-crescent,8.0,3,2.0
Kebun Baru Court,HDB 5 Room,260B,Kebun Baru Court,,Blk 260B Kebun Baru Court,,,113,94,370000,https://www.srx.com.sg/listings/100416071/for-sale-kebun-baru-court-ang-mo-kio-street-21,5.0,3,2.0
Toh Yi,HDB 4 Room,5,Toh Yi Drive,,Blk 5 Toh Yi Drive,,,104,65,370000,https://www.srx.com.sg/listings/100415821/for-sale-toh-yi-drive-toh-yi-drive,34.0,3,2.0
West Rock,HDB 5 Room,461C,West Rock @ Bukit Batok,,Blk 461C West Rock @ Bukit Batok,,,114,94,799000,https://www.srx.com.sg/listings/100415591/for-sale-west-rock-bukit-batok-bukit-batok-west-avenue-8,5.0,3,2.0
Woodlands,HDB 4 Room,627,Woodlands Avenue 6,,Blk 627 Woodlands Avenue 6,,,90,74,799000,https://www.srx.com.sg/listings/100415221/for-sale-woodlands-avenue-6-woodlands-avenue-6,25.0,3,2.0
Choa Chu Kang,HDB 4 Room,620,Choa Chu Kang Street 62,,Blk 620 Choa Chu Kang Street 62,,,108,72,390000,https://www.srx.com.sg/listings/100415191/for-sale-choa-chu-kang-street-62-choa-chu-kang-street-62,27.0,3,3.0
Jalan Bukit Ho Swee,HDB 3 Room,6,Jalan Bukit Ho Swee,,Blk 6 Jalan Bukit Ho Swee,,,59,47,390000,https://www.srx.com.sg/listings/100414851/for-sale-jalan-bukit-ho-swee-jalan-bukit-ho-swee,52.0,2,1.0
Lorong 4 Toa Payoh,HDB 4 Room,60A,Lorong 4 Toa Payoh,,Blk 60A Lorong 4 Toa Payoh,,,100,73,390000,https://www.srx.com.sg/listings/100414571/for-sale-lorong-4-toa-payoh-lorong-4-toa-payoh,26.0,3,2.0
Clementi,HDB 4 Room,454,Clementi Avenue 3,,Blk 454 Clementi Avenue 3,,,90,78,788000,https://www.srx.com.sg/listings/100414301/for-sale-clementi-avenue-3-clementi-avenue-3,21.0,3,2.0
Buangkok Link,HDB 2 Room,992A,Buangkok Link,,Blk 992A Buangkok Link,,,38,94,788000,https://www.srx.com.sg/listings/100413661/for-sale-buangkok-link-buangkok-link,5.0,1,1.0
Bedok Reservoir,HDB 5 Room,717,Bedok Reservoir Road,,Blk 717 Bedok Reservoir Road,,,133,60,788000,https://www.srx.com.sg/listings/100117961/for-sale-bedok-reservoir-road-bedok-reservoir-road,39.0,3,2.0
Upper Boon Keng,HDB 4 Room,8B,Upper Boon Keng Road,,Blk 8B Upper Boon Keng Road,,,95,93,918000,https://www.srx.com.sg/listings/100039991/for-sale-upper-boon-keng-road-move-in-condition-high-floor-corner-unit-and-gre,6.0,3,2.0
Marsiling Greenview,HDB 3 Room,185B,Marsiling Greenview,,Blk 185B Marsiling Greenview,,,67,94,918000,https://www.srx.com.sg/listings/100139361/for-sale-marsiling-greenview-woodlands-street-13,5.0,2,2.0
Lorong 4 Toa Payoh,HDB 4 Room,60,Lorong 4 Toa Payoh,,Blk 60 Lorong 4 Toa Payoh,,,100,75,918000,https://www.srx.com.sg/listings/100413051/for-sale-lorong-4-toa-payoh-lorong-4-toa-payoh,24.0,3,2.0
Marine Terrace,HDB 4 Room,18,Marine Terrace,,Blk 18 Marine Terrace,,,88,51,718000,https://www.srx.com.sg/listings/100379581/for-sale-marine-terrace-spacious-4-room-flat-next-to-east-coast-park,48.0,3,2.0
Bishan Green,HDB 4 Room,146,Bishan Green,,Blk 146 Bishan Green,,,103,63,718000,https://www.srx.com.sg/listings/100411781/for-sale-bishan-green-bishan-street-11,36.0,3,2.0
Punggol Emerald,HDB 3 Room,266B,Punggol Emerald,,Blk 266B Punggol Emerald,,,67,91,718000,https://www.srx.com.sg/listings/100379071/for-sale-punggol-emerald-high-floor-3-room-flat-at-266b-punggol-way,8.0,2,2.0
Punggol Field,HDB 5 Room,175D,Punggol Field,,Blk 175D Punggol Field,,,110,79,768000,https://www.srx.com.sg/listings/100327741/for-sale-punggol-field-punggol-field,20.0,3,3.0
Tampines,HDB 3 Room,214,Tampines Street 23,,Blk 214 Tampines Street 23,,,67,61,768000,https://www.srx.com.sg/listings/100130271/for-sale-tampines-street-23-tampines-3ng-for-sale-450k-nego,38.0,2,2.0
Jalan Tenteram,HDB 5 Room,19,Jalan Tenteram,,Blk 19 Jalan Tenteram,,,105,80,768000,https://www.srx.com.sg/listings/100466891/for-sale-jalan-tenteram-jalan-tenteram,19.0,3,2.0
